"Date","Actual_Return","Actual_Variance","Actual_Volatility","FC_Var_Baseline","FC_Var_VIX","FC_Var_FearOrth","FC_Var_FearScaled","FC_Var_Both","FC_Vol_Baseline","FC_Vol_VIX","FC_Vol_FearOrth","FC_Vol_FearScaled","FC_Vol_Both","VIX_Value"
2021-06-21,0.0106597332990662,0.000113629914007221,0.0106597332990662,8.03553057776259e-05,0.000126614043845339,8.04186698818055e-05,8.48620466096397e-05,0.00013238209707415,0.00896411210202248,0.0112522906043765,0.00896764572682292,0.00921205984618205,0.0115057419175884,0.0444154639970347
2021-06-22,0.0090278275840866,8.15016708879949e-05,0.0090278275840866,7.17030119899401e-05,0.000107543923402862,7.18126979337874e-05,7.63973882491872e-05,0.000112589826700198,0.00846776310426432,0.0103703386349175,0.00847423730690777,0.00874055995055164,0.0106108353441281,-0.123709117759884
2021-06-23,-0.0011067222804414,1.22483420602541e-06,0.0011067222804414,6.4459963972141e-05,9.42470540696003e-05,6.45820986788971e-05,6.93515521132415e-05,9.93051740269106e-05,0.00802869628097495,0.0097080921951535,0.00803629881717306,0.00832775792835272,0.00996519814288259,-0.170182617536314
2021-06-24,0.0062782995775519,3.94170455854884e-05,0.0062782995775519,5.95041309254437e-05,8.58964822721803e-05,5.95731371715236e-05,6.45182949391959e-05,9.10678140801583e-05,0.00771389207374874,0.00926803551310526,0.00771836363301986,0.008032328114513,0.00954294577581568,-0.218022885270298
2021-06-25,-0.001169346933642,1.36737225121795e-06,0.001169346933642,5.42479805118818e-05,7.81226479690922e-05,5.43032582007095e-05,5.92117295969435e-05,8.2971084443521e-05,0.00736532283826594,0.00883870171287006,0.00736907444667982,0.00769491582780108,0.00910884649357541,-0.26586328335888
2021-06-28,0.0104112533189086,0.000108394195670485,0.0104112533189086,5.10240352890339e-05,7.49835745778904e-05,5.10421230464974e-05,5.60037648049939e-05,7.99508218384734e-05,0.00714311103714858,0.00865930566372907,0.0071443770229809,0.00748356631593479,0.00894152234457161,-0.246727098052528
2021-06-29,0.0072648852402396,5.27785575538512e-05,0.0072648852402396,4.71490844674811e-05,7.24644391878072e-05,4.72300896484885e-05,5.22437176027261e-05,7.77881950319541e-05,0.0068665190939428,0.00851260472404347,0.00687241512486611,0.00722798157183083,0.00881976161990528,-0.211188524064129
2021-06-30,-0.001083189732448,1.17329999648077e-06,0.001083189732448,4.39052675206773e-05,7.02318565208709e-05,4.39886377113488e-05,4.91672806330949e-05,7.59452766890281e-05,0.00662610500374672,0.00838044488800391,0.00663239306067944,0.00701193843620257,0.00871465872475957,-0.23715907057665
2021-07-01,0.0016919820979103,2.86280341964894e-06,0.0016919820979103,4.22720417571724e-05,6.89208020906887e-05,4.23185432623609e-05,4.77099000112919e-05,7.49710992579626e-05,0.00650169529870267,0.00830185534026513,0.00650527042192412,0.00690723533776662,0.00865858529194941,-0.284999468665233
2021-07-02,0.0130974195230226,0.000171542398162054,0.0130974195230226,3.982257489868e-05,6.54745655383804e-05,3.98380997162333e-05,4.54126937430405e-05,7.16763014363407e-05,0.00631051304559938,0.00809163552925985,0.00631174300144052,0.00673889410386011,0.00846618576670396,-0.341040995917539
2021-07-06,0.0037964379249762,1.44129409181976e-05,0.0037964379249762,3.77720670736373e-05,6.77686069041934e-05,3.79173293007432e-05,4.37096445447578e-05,7.48498026074729e-05,0.00614589839434702,0.00823216902791685,0.00615770487281935,0.00661132698818912,0.00865157804146001,-0.15378009849967
2021-07-07,0.0054361440900939,2.95516625682628e-05,0.0054361440900939,3.60555355380231e-05,6.84463901279129e-05,3.61638123800864e-05,4.22931165216215e-05,7.59646289290581e-05,0.00600462617804165,0.00827323335388969,0.00601363553768321,0.00650331580977132,0.00871576898093668,-0.186584875863762
2021-07-08,-0.0094995314465084,9.0241097703202e-05,0.0094995314465084,3.46185848864885e-05,7.80667890560482e-05,3.47093879431402e-05,4.13887294990991e-05,8.68440459979994e-05,0.00588375601860652,0.00883554124296006,0.00589146738454353,0.00643340730088645,0.00931901529122039,0.196137787426506
2021-07-09,0.0091686655656066,8.40644282539402e-05,0.0091686655656066,6.20936956424363e-05,0.000105664450553992,6.21737924222704e-05,6.94103059452126e-05,0.000114511694931739,0.00787995530713444,0.0102793215026086,0.00788503598103842,0.00833128477158311,0.0107010137338356,-0.189318672488068
2021-07-12,0.0007936436210905,6.29870197297641e-07,0.0007936436210905,5.641576907815e-05,9.25543386356879e-05,5.6520213228604e-05,6.36448888281822e-05,0.000100193900729881,0.00751104314181126,0.0096205165472384,0.00751799263291765,0.00797777467895542,0.0100096903413582,-0.190685570800221
2021-07-13,0.0040889276327367,1.67193291857578e-05,0.0040889276327367,5.1668736800041e-05,8.73165883142902e-05,5.17253653945707e-05,5.88754854755725e-05,9.4710657542193e-05,0.00718809688304498,0.00934433455706131,0.00719203485771382,0.00767303626184397,0.00973194007082827,-0.0608330989468117
2021-07-14,0.0073443433790973,5.39393796700903e-05,0.0073443433790973,4.76887793584248e-05,8.13594231441151e-05,4.77180128886189e-05,5.49987915874894e-05,8.89211143165785e-05,0.00690570628961476,0.00901994585039817,0.00690782258664906,0.00741611701549331,0.00942979927233759,-0.16881571922416
2021-07-15,-0.0082660213726964,6.83271093338737e-05,0.0082660213726964,4.43570593870469e-05,7.97854766811813e-05,4.43979156803142e-05,5.18680186234029e-05,8.79155744385081e-05,0.00666010956269091,0.00893227164170354,0.0066631760955504,0.00720194547489794,0.00937633054230215,-0.0758687196713022
2021-07-16,-0.009930754187669,9.86198787359054e-05,0.009930754187669,6.38727658583718e-05,0.000107455044820014,6.39013294551054e-05,7.18373116641348e-05,0.000116542959417557,0.00799204390993767,0.0103660525186791,0.00799383071218708,0.00847568945066623,0.0107955064456262,0.120960205222445
2021-07-19,-0.0138681502067788,0.000192325590157779,0.0138681502067788,8.8999796587623e-05,0.000147733343498102,8.90155497955141e-05,9.79326079604848e-05,0.000158976296934864,0.00943397035121602,0.0121545606048965,0.00943480523357605,0.00989609053922228,0.0126085802902176,0.674541246893938
2021-07-20,0.0147327329250276,0.000217053419440192,0.0147327329250276,0.000136621730874835,0.000192480301918611,0.000136635148652986,0.000145931144531705,0.000202420939123084,0.0116885298850983,0.0138737270377722,0.0116891038430235,0.0120801963780274,0.0142274712835094,0.295919017830935
2021-07-21,0.0095930378134754,9.20263744907689e-05,0.0095930378134754,0.000118805020173939,0.000153718261036993,0.000118946187258189,0.000127254625482792,0.000160259287614633,0.0108997715652182,0.0123983168630663,0.0109062453327526,0.0112807191917356,0.0126593557345796,0.0471492606213412
2021-07-22,0.0073468197815611,5.39757609027375e-05,0.0073468197815611,0.000103890212858009,0.000128236685645397,0.000104025805703237,0.000111790381527113,0.00013389265213194,0.0101926548483704,0.0113241637945323,0.0101993041774053,0.010573097064111,0.0115711992521061,0.0170782798815559
2021-07-23,0.0098859533730739,9.77320740945912e-05,0.0098859533730739,9.14046607981803e-05,0.000110352247403716,9.15073184485455e-05,9.8836130134831e-05,0.000115770739793196,0.00956057847612687,0.0105048677956325,0.00956594576863916,0.00994163619002582,0.0107596812124336,-0.0498981731587811
2021-07-26,-0.0005178624285628,2.68181494916961e-07,0.0005178624285628,8.09526985632838e-05,0.000100175262166282,8.10747511375009e-05,8.80394237161978e-05,0.000105812647716386,0.00899737175864618,0.0100087592720717,0.00900415188329811,0.00938293257549034,0.010286527485813,0.0020426591570654
2021-07-27,-0.0094987658309002,9.02265523102772e-05,0.0094987658309002,7.27663286853522e-05,0.000100199664578462,7.28266771798555e-05,7.97809290144677e-05,0.000106807864945826,0.00853031820539845,0.0100099782506488,0.00853385476674261,0.00893201707423736,0.0103347890615061,0.245345083827241
2021-07-28,-0.0012428327204117,1.54463317092595e-06,0.0012428327204117,9.40239058274265e-05,0.000126786625314007,9.40600462980841e-05,0.000101336072585009,0.000134250326275334,0.00969659248537477,0.0112599567190112,0.0096984558718429,0.0100665819713053,0.0115866443060678,0.101823889561494
2021-07-29,0.0046362837885138,2.14951273676359e-05,0.0046362837885138,8.44045743667902e-05,0.000112525467504912,8.43874758651069e-05,9.1412457715985e-05,0.00011907932770425,0.0091871962190208,0.0106078021995563,0.00918626561041574,0.00956098623134585,0.010912347488247,0.0184451781937091
2021-07-30,-0.0006519307886606,4.25013753203632e-07,0.0006519307886606,7.50927536584982e-05,0.00010372901248884,7.50483785931091e-05,8.20826265849769e-05,0.000110601555626643,0.0086656075181431,0.0101847441052213,0.00866304672693788,0.00905994627936484,0.010516727420003,0.092255862085617
2021-08-02,-0.003591582007901,1.28994613194782e-05,0.003591582007901,6.79687163722145e-05,0.000102919159203534,6.78927883133019e-05,7.50357613189093e-05,0.000110404594573662,0.00824431418446765,0.0101449080431285,0.00823970802354683,0.00866231847249391,0.0105073590675137,0.259013545530383
2021-08-03,0.0063910520082288,4.08455457718854e-05,0.0063910520082288,6.67456168814338e-05,0.000102892906217004,6.66512047738267e-05,7.38363238178358e-05,0.000110307460500664,0.00816979907228041,0.0101436140609254,0.00816401891067302,0.0085928065157919,0.0105027358578927,0.0649186779701382
2021-08-04,0.0020131431182678,4.052745214629e-06,0.0020131431182678,6.03100064100042e-05,9.66901873129492e-05,6.02263315795935e-05,6.74210477076838e-05,0.000104026434335349,0.00776595173884078,0.00983311686663741,0.00776056258138503,0.00821103207323439,0.0101993349947607,0.0553503897850653
2021-08-05,0.0054993030845235,3.02423344154497e-05,0.0054993030845235,5.49225984861402e-05,9.04640769840356e-05,5.48210888801575e-05,6.20715081022944e-05,9.77758158101118e-05,0.0074109782408357,0.00951126053601917,0.00740412647651008,0.00787854733452141,0.00988816544208843,-0.0389632473707505
2021-08-06,-0.0008390329834319,7.03976347286635e-07,0.0008390329834319,5.04126670360438e-05,8.27792957633732e-05,5.03194173076214e-05,5.75682520525856e-05,8.995411251768e-05,0.00710018781695554,0.00909831279762205,0.00709361806891387,0.00758737451643093,0.00948441418948371,-0.193419367424528
2021-08-09,-0.0032340755676291,1.04592447771355e-05,0.0032340755676291,4.74747742644337e-05,8.07326810201179e-05,4.73700938456283e-05,5.46456304358175e-05,8.80491595835108e-05,0.0068901940658035,0.00898513667231155,0.00688259354063774,0.00739226828759736,0.00938345136842041,-0.11550798859616
2021-08-10,-0.0072167795537376,5.20819071272451e-05,0.0072167795537376,4.87704689697522e-05,8.37388736901393e-05,4.86612080689339e-05,5.59411780808568e-05,9.10637065204184e-05,0.00698358568142127,0.00915089469342421,0.00697575860168153,0.00747938353615168,0.00954273055893429,-0.105939700411087
2021-08-11,0.0001303415414257,1.69889174212275e-08,0.0001303415414257,6.27757026513548e-05,9.74124164260934e-05,6.26727091539482e-05,6.99483673677699e-05,0.000104418914900603,0.00792311192975051,0.00986977286598296,0.00791660970074616,0.008363514056171,0.0102185573786422,-0.190685570800221
2021-08-12,0.0057251426096801,3.27772579011747e-05,0.0057251426096801,5.67745495590618e-05,8.3592267272786e-05,5.66868033514199e-05,6.22768294502528e-05,8.83670166075215e-05,0.00753488882194434,0.00914288068787874,0.00752906390937279,0.00789156698319496,0.00940037321639527,-0.269963847940742
2021-08-13,0.0054344039536929,2.9532746331913e-05,0.0054344039536929,5.18962462708949e-05,7.55364922931471e-05,5.18170238311077e-05,5.69448716854553e-05,7.93958525839243e-05,0.00720390493211112,0.00869117324031383,0.00719840425588253,0.00754618259025418,0.00891043503898235,-0.289100033247095
2021-08-16,0.0045063709031704,2.03073787169408e-05,0.0045063709031704,4.78115820015816e-05,7.21190009000081e-05,4.77391640175797e-05,5.26164153382887e-05,7.60108674028499e-05,0.00691459196204531,0.00849229067448872,0.00690935337188507,0.00725371734618111,0.00871842115310163,-0.197519801651792
2021-08-17,-0.0083202780857696,6.92270274245378e-05,0.0083202780857696,4.4391441374335e-05,7.50071292732935e-05,4.43205287627689e-05,4.94440816527805e-05,8.04447284667578e-05,0.00666269025051706,0.0086606656368488,0.00665736650356347,0.00703164857290099,0.00896909853144438,0.0471492606213412
2021-08-18,-0.0138912981637748,0.000192968164674893,0.0138912981637748,6.40647695293165e-05,0.000111927021302605,6.40019660439018e-05,6.99178515992833e-05,0.000119966595637707,0.00800404707190784,0.0105795567630504,0.0080001228768002,0.00836168951823035,0.0109529263504192,0.547422571664835
2021-08-19,0.0097374313302671,9.48175689116673e-05,0.0097374313302671,0.000115673891928513,0.000174380209301149,0.000115632496548854,0.000122402912438686,0.000183263748445862,0.0107551797720221,0.0132053098903869,0.0107532551605946,0.0110635849722721,0.0135374941715911,0.561091294077172
2021-08-20,0.0127952673158481,0.000163718865684011,0.0127952673158481,0.000101213402173836,0.000144764017834974,0.000101193495965697,0.000107624206640788,0.000150982351307747,0.0100604871737822,0.0120317919627533,0.0100594977988813,0.0103742087235985,0.0122874875913568,0.13599556523774
2021-08-23,0.0128234799914479,0.000164441639091065,0.0128234799914479,8.91054565180525e-05,0.00012104182910063,8.91561350572431e-05,9.51319222994747e-05,0.000125678140409473,0.00943956866165253,0.0110019011584648,0.00944225264739528,0.00975355946818774,0.0112106262273556,-0.0567326647195474
2021-08-24,-0.0011416387437982,1.30333902134113e-06,0.0011416387437982,7.89673227132094e-05,0.00010549593745593,7.90817908089361e-05,8.46342629798327e-05,0.000109514722960645,0.00888635598618519,0.0102711215286321,0.00889279431950026,0.00919968820014204,0.010464928234854,-0.0471646372436701
2021-08-25,-0.0005714590288678,3.26565421674529e-07,0.0005714590288678,7.16423160397072e-05,9.5288998045894e-05,7.17087073986515e-05,7.70293800244932e-05,9.91897451975012e-05,0.00846417840311198,0.00976160837392558,0.00846809939706966,0.00877663830999621,0.00995940486161202,-0.105939700411087
2021-08-26,-0.0063060816924666,3.97666663120624e-05,0.0063060816924666,6.49652216875593e-05,9.381070688178e-05,6.49934741568414e-05,7.01698319696161e-05,9.82109692326671e-05,0.0080601006003374,0.0096855927480862,0.00806185302252785,0.00837674351819465,0.00991014476345664,0.174267935850445
2021-08-27,0.0096026242029966,9.22103915839761e-05,0.0096026242029966,7.25778993068367e-05,0.000100114471785247,7.25854717873027e-05,7.7412259354202e-05,0.000103593958275495,0.00851926635966012,0.0100057219522255,0.00851971078073092,0.00879842368576338,0.0101781117244553,-0.160614590060436
2021-08-30,0.0107022897617794,0.000114539006145088,0.0107022897617794,6.51285902243728e-05,8.86363450260752e-05,6.5162873157421e-05,6.95070262767062e-05,9.12549382850164e-05,0.00807022863519818,0.00941468772854815,0.00807235239304015,0.00833708739768909,0.00955274506542577,-0.187951774175915
2021-08-31,-0.0052740019124747,2.78150961727868e-05,0.0052740019124747,5.88911917266155e-05,8.18522581807127e-05,5.89656770376524e-05,6.29458401744843e-05,8.43215899424858e-05,0.00767405966399894,0.00904722378305702,0.00767891118829046,0.00793384145130745,0.00918267879991922,-0.148312765960252
2021-09-01,0.0002516610137456,6.33332658394631e-08,0.0002516610137456,6.38482649462237e-05,8.74402552591024e-05,6.38943116346668e-05,6.78781773248411e-05,9.03991278004524e-05,0.00799051093148765,0.00935094943089216,0.0079933917478544,0.00823882135531783,0.0095078455919547,-0.198886699963946
2021-09-02,-0.0010704450204992,1.14585254191153e-06,0.0010704450204992,5.79536716051691e-05,8.10400997772723e-05,5.79671327329399e-05,6.1826741195726e-05,8.40379558709746e-05,0.00761273089010567,0.00900222748975343,0.00761361495827967,0.00786299823195491,0.00916722181857593,-0.15788079343613
2021-09-03,0.0039615904830283,1.56941991552204e-05,0.0039615904830283,5.39701497510155e-05,7.78738569998164e-05,5.39592436945737e-05,5.77632541676275e-05,8.11106220701625e-05,0.00734643789540315,0.00882461653556778,0.0073456955895663,0.00760021408696015,0.00900614357370359,-0.15788079343613
2021-09-07,0.0002505739937435,6.27873263405676e-08,0.0002505739937435,4.95480867713715e-05,7.94899873750459e-05,4.95238297244349e-05,5.33926229879639e-05,8.34472320027681e-05,0.00703904018821966,0.00891571575225713,0.00703731694074062,0.00730702559102977,0.00913494564859409,0.0785871396732803
2021-09-08,-0.0038340889879749,1.47002383677104e-05,0.0038340889879749,4.59803619431058e-05,8.02283096013549e-05,4.59399519499425e-05,4.99983531440784e-05,8.48529432012103e-05,0.00678088209181562,0.00895702571177257,0.0067779017365216,0.0070709513606076,0.00921156573016826,0.053983491472912
2021-09-09,-0.0037857041096052,1.43315556054817e-05,0.0037857041096052,4.88838053753135e-05,8.96184247079453e-05,4.88354552742199e-05,5.32738254883424e-05,9.52432510351043e-05,0.00699169545784951,0.00946670083545188,0.00698823692172925,0.00729889207266023,0.00975926488190091,0.168800342601831
2021-09-10,-0.0099105326412364,9.82186572330121e-05,0.0099105326412364,5.11941134848183e-05,0.000101914790990483,5.11380285190519e-05,5.62910344039019e-05,0.000109343308992315,0.00715500618342279,0.0100952855824133,0.00715108582797409,0.00750273512819837,0.0104567351019481,0.462676961984896
2021-09-13,0.000319094681771,1.01821415934536e-07,0.000319094681771,7.81372289591337e-05,0.000132442422224854,7.8089648476286e-05,8.37081491396594e-05,0.000139701970874137,0.00883952651215741,0.011508363142726,0.00883683475438383,0.00914921576637361,0.0118195588273902,0.246711982139395
2021-09-14,-0.0012773940963061,1.63173567727768e-06,0.0012773940963061,6.98939087600603e-05,0.000119671484125745,6.98240121786343e-05,7.55875073114312e-05,0.000126204314383779,0.00836025769698879,0.0109394462440173,0.00835607636266174,0.00869410762018916,0.0112340693599327,0.259013545530383
2021-09-15,0.0087170707549319,7.5987322546489e-05,0.0087170707549319,6.4199529779633e-05,0.00010887507220807,6.41148884878245e-05,6.98379332837021e-05,0.000114560026844814,0.00801246090659,0.010434321837478,0.00800717731087707,0.00835690931407671,0.0107032717822549,0.0840547329218929
2021-09-16,0.0005701199648364,3.25036774305058e-07,0.0005701199648364,5.81132763589926e-05,0.000101654107021452,5.80623332742446e-05,6.37376482981291e-05,0.000107178074949873,0.00762320643554879,0.0100823661420052,0.00761986438686704,0.00798358618029073,0.0103526844320627,0.153764982586537
2021-09-17,-0.0156980409607311,0.000246428490004791,0.0156980409607311,5.30588025292467e-05,0.000103035950404924,5.29929525063308e-05,5.91692068136579e-05,0.000110241994396097,0.00728414734400992,0.0101506625598984,0.00727962584933668,0.00769215228747182,0.0104996187738459,0.443540646323946
2021-09-20,-0.018382266382534,0.00033790771735844,0.018382266382534,0.000121334716859526,0.000196030789478328,0.000121303551831951,0.000128550464370906,0.0002054351703642,0.011015203895504,0.0140010995810446,0.0110137891677638,0.0113380097182401,0.0143330098152551,1.11330543743651
2021-09-21,0.000393446598789,1.54800226098632e-07,0.000393446598789,0.000203752395425516,0.000280865098317884,0.000203741641186407,0.000211546835643728,0.000288547238052646,0.0142741863314697,0.0167590303513623,0.0142738096241475,0.0145446497257145,0.0169866782524614,0.928778597352144
2021-09-22,0.0136171422854194,0.000185426564021357,0.0136171422854194,0.000175049244590183,0.00022223202912673,0.000174966482168771,0.000181796530094247,0.000224943661298846,0.0132306176949598,0.0149074487799466,0.0132274896397151,0.0134831943579497,0.0149981219257228,0.451742036196865
2021-09-23,0.0133066730654162,0.000177067548069873,0.0133066730654162,0.000150929128654119,0.000176731302080525,0.00015091673324071,0.000156887530444485,0.000177468823727998,0.0122853216748329,0.0132940325740734,0.0122848171838538,0.0125254752582281,0.0133217425184545,0.145563592713617
2021-09-24,0.0007021251557596,4.92979734350443e-07,0.0007021251557596,0.000130733054573574,0.000143991277763592,0.000130782076592431,0.00013624584165573,0.00014487979454739,0.0114338556302576,0.0119996365679795,0.0114359991514704,0.0116724394046716,0.0120366022841743,0.0252794090452799
2021-09-27,-0.0097469043668443,9.50021447364085e-05,0.0097469043668443,0.000113841272646266,0.000125203505636546,0.000113833806745578,0.000119100180121095,0.000127251429148313,0.0106696425735011,0.0111894372350242,0.0106692927012796,0.0109133028969737,0.0112805775183859,0.163333010062414
2021-09-28,-0.030089041886035,0.000905350441619569,0.030089041886035,0.000129669618319304,0.000158090070362737,0.000129640390328441,0.000135426936854409,0.000163178896596592,0.0113872568390857,0.0125733873861715,0.0113859734027636,0.0116373079728264,0.0127741495449439,0.777056273922673
2021-09-29,-0.0012627642163619,1.59457346612408e-06,0.0012627642163619,0.000364849701729036,0.000414991516591031,0.000364928797707091,0.00037232446184327,0.000420516889325149,0.0191010392840033,0.0203713405693153,0.0191031096344834,0.0192957109701423,0.0205065084625625,0.682742376057662
2021-09-30,-0.0072064726547927,5.1933248124275e-05,0.0072064726547927,0.000311152579789119,0.000319188213089488,0.000311090116751074,0.000316818000902656,0.000317662715095962,0.0176395175611216,0.0178658392775007,0.0176377469295563,0.0177993820371005,0.0178230949920591,0.762020653198183
2021-10-01,0.0149559894925704,0.000223681621701876,0.0149559894925704,0.000282346893553083,0.000267207276210678,0.00028219527511806,0.000286719971754812,0.000263158929748581,0.0168031810545826,0.0163464759569357,0.0167986688495863,0.016932807556776,0.0162221740142492,0.483179915248804
2021-10-04,-0.0234303305450885,0.000548980389452107,0.0234303305450885,0.000240770789202057,0.000219061550616485,0.000240690412794617,0.000244456919431604,0.000216044054854562,0.0155167905573948,0.0148007280434607,0.015514200359497,0.0156351181457514,0.0146984371568736,0.737417004997815
2021-10-05,0.0141504880775303,0.000200236312832327,0.0141504880775303,0.000361436506090091,0.00034893693504328,0.000361377314723327,0.000365568411150635,0.000346910850304598,0.019011483532068,0.0186798537211425,0.0190099267416612,0.019119843387189,0.0186255429532832,0.510517099364283
2021-10-06,0.0065048371481916,4.23129063244934e-05,0.0065048371481916,0.000306993506766843,0.000267669795105428,0.000306946468499998,0.00030954409047365,0.000262122978648891,0.0175212301727602,0.0163606171981814,0.0175198877992982,0.0175938651374179,0.0161902124337172,0.469511192836467
2021-10-07,0.0090887071087293,8.26045969082665e-05,0.0090887071087293,0.000261407698670686,0.000209515891178817,0.000261281647098097,0.000262915569448159,0.00020372627226453,0.0161681074548225,0.0144746637673839,0.0161642088299458,0.0162146714258464,0.0142732712530986,0.269948732027609
2021-10-08,-0.0037440254911972,1.40177268787344e-05,0.0037440254911972,0.00022323813478693,0.000168693196743234,0.000223088448803937,0.000224182455970993,0.000164375828856659,0.014941155737992,0.0129881945143747,0.0149361457144719,0.0149727237325409,0.0128209137293977,0.164699908374567
2021-10-11,-0.0055432210900129,3.07273000527638e-05,0.0055432210900129,0.000197080106584563,0.000151558538651775,0.00019687854180442,0.000197876669962527,0.000149649672559315,0.0140385222364949,0.0123109113656047,0.014031341411441,0.0140668642547842,0.0122331382956016,0.332824490131486
2021-10-12,-0.0051746514571534,2.67770177030198e-05,0.0051746514571534,0.000180452412992776,0.000145455917464374,0.000180219966755844,0.000181449788021915,0.0001458694169638,0.0134332577207756,0.0120605106634991,0.0134246030390415,0.0134703299151103,0.0120776412003255,0.312321536867578
2021-10-13,0.0061008319390482,3.72201503485106e-05,0.0061008319390482,0.000165311588658622,0.00013660402026523,0.000165058289300259,0.000166524900892632,0.000138338511020509,0.012857355430205,0.011687772254165,0.0128475012862525,0.012904452754481,0.0117617392855185,0.146930491025771
2021-10-14,0.0222932055952803,0.000496987015713437,0.0222932055952803,0.00014277566227185,0.000114789446656881,0.00014252296270667,0.000143986022369102,0.000116715232960901,0.0119488770297401,0.0107139836968739,0.0119382981495132,0.0119994175845789,0.010803482445994,-0.0963716729352101
2021-10-15,0.007985651780983,6.3770634367117e-05,0.007985651780983,0.00012390606839549,9.86951637172582e-05,0.000123985325532821,0.000124891517406619,0.00010025366892648,0.0111313102730761,0.00993454396121222,0.0111348698031374,0.0111754873453742,0.0100126754130192,-0.17291641416062
2021-10-18,0.0084304266734531,7.10720938964695e-05,0.0084304266734531,0.000108106304974762,8.80398516574153e-05,0.000108163629995723,0.000108946241130035,8.95943305523899e-05,0.0103974181879331,0.00938295537969862,0.0104001745175609,0.01043773160845,0.00946542817586135,-0.171549515848467
